COMMUNE_RESID,circo
77400,77005
77401,77005
77402,77004
77403,77004
77404,77004
77405,77004
77406,77004
77407,77001
77408,77005
77409,77003
77410,77001
77411,77004
77412,77001
77413,77005
77414,77004
77415,77005
77416,77004
77417,77004
77418,77004
77419,77003
77420,77006
77421,77004
77423,77004
77424,77004
77425,77001
77426,77003
77427,77007
77428,77003
77429,77004
77430,77006
77431,77002
77432,77004
77433,77005
77434,77004
77435,77001
77436,77004
77437,77006
77438,77007
77439,77003
77440,77005
77441,77002
77442,77002
77443,77005
77444,77004
77445,77011
77446,77004
77447,77011
77448,77005
77449,77005
77450,77009
77451,77005
77452,77004
77453,77003
77454,77004
77455,77009
77456,77004
77457,77009
77458,77002
77459,77004
77460,77006
77461,77004
77462,77007
77463,77003
77464,77008
77465,77002
77466,77004
77467,77004
77468,77008
77469,77004
77470,77009
77471,77002
77472,77004
77473,77002
77474,77006
77475,77006
77476,77006
77477,77002
77478,77005
77479,77010
77480,77003
77481,77004
77482,77003
77483,77006
77484,77005
77485,77002
77486,77004
77487,77001
77489,77002
77490,77006
77492,77004
77493,77003
77494,77003
77495,77011
77496,77004
77498,77006
77500,77002
77501,77003
77504,77002
77505,77005
77506,77003
77507,77004
77508,77004
77509,77004
77510,77004
77511,77007
77512,77004
77513,77006
77514,77007
77515,77007
77516,77003
77517,77007
77518,77001
77519,77004
77520,77002
77521,77005
77522,77004
77523,77004
77524,77004
77525,77006
77526,77006
77527,77004
77528,77001
77529,77005
77530,77004
77531,77002
77532,77004
77533,77002
77534,77003
78003,78010
78005,78006
78006,78009
78007,78006
78009,78010
78010,78012
78013,78009
78015,78007
78020,78009
78029,78009
78030,78010
78031,78009
78033,78009
78034,78012
78036,78012
78043,78003
78048,78009
78049,78009
78050,78010
78053,78010
78057,78009
78062,78012
78068,78009
78070,78009
78071,78010
78072,78009
78073,78011
78076,78009
78077,78010
78082,78009
78084,78012
78087,78010
78089,78009
78090,78009
78092,78003
78096,78009
78104,78009
78107,78009
78108,78010
78113,78008
78117,78002
78118,78008
78120,78010
78123,78006
78124,78004
78125,78010
78126,78003
78128,78002
78133,78006
78138,78007
78140,78009
78143,78002
78146,78004
78147,78009
78152,78003
78158,78003
78160,78002
78162,78002
78163,78009
78164,78010
78165,78003
78168,78010
78171,78009
78172,78007
78185,78009
78188,78009
78189,78012
78190,78004
78192,78009
78193,78002
78194,78009
78196,78012
78202,78008
78206,78009
78208,78011
78209,78010
78217,78009
78220,78010
78224,78003
78227,78007
78230,78009
78231,78009
78233,78003
78234,78009
78236,78012
78237,78009
78238,78009
78239,78008
78242,78011
78245,78009
78246,78008
78255,78009
78261,78007
78262,78010
78263,78009
78264,78010
78265,78010
78267,78008
78269,78010
78276,78009
78278,78012
78281,78009
78283,78009
78285,78009
78289,78010
78290,78008
78291,78009
78296,78008
78297,78001
78299,78007
78300,78009
78302,78009
78305,78009
78307,78010
78310,78009
78311,78004
78314,78008
78317,78008
78320,78009
78321,78010
78322,78002
78324,78009
78325,78009
78327,78008
78329,78008
78334,78002
78335,78008
78337,78009
78343,78002
78344,78009
78346,78009
78349,78010
78350,78004
78354,78008
78356,78002
78358,78005
78361,78008
78362,78008
78364,78012
78366,78010
78367,78006
78368,78009
78372,78004
78380,78009
78381,78009
78382,78007
78383,78010
78384,78006
78385,78009
78389,78010
78391,78009
78396,78005
78397,78011
78398,78010
78401,78007
78402,78009
78403,78007
78404,78010
78406,78002
78407,78010
78410,78009
78413,78009
78415,78009
78416,78008
78417,78009
78418,78005
78420,78010
78423,78001
78431,78012
78437,78009
78439,78009
78440,78009
78442,78012
78443,78012
78444,78009
78451,78009
78455,78003
78460,78008
78464,78010
78465,78009
78466,78012
78470,78010
78472,78010
78474,78009
78475,78009
78478,78010
78481,78006
78484,78009
78486,78010
78490,78012
78497,78010
78498,78012
78499,78010
78501,78008
78502,78004
78505,78009
78506,78010
78513,78010
78516,78010
78517,78010
78518,78003
78520,78009
78522,78010
78528,78009
78530,78009
78531,78008
78536,78008
78537,78010
78545,78011
78548,78002
78550,78012
78551,78006
78557,78010
78558,78009
78559,78009
78561,78002
78562,78010
78564,78010
78565,78009
78567,78008
78569,78010
78571,78003
78575,78002
78576,78010
78586,78005
78588,78012
78590,78002
78591,78009
78597,78009
78601,78010
78605,78009
78606,78009
78608,78009
78609,78007
78615,78012
78616,78012
78618,78009
78620,78002
78621,78011
78623,78010
78624,78007
78638,78007
78640,78002
78642,78007
78643,78007
78644,78011
78646,78001
78646,78002
78647,78009
78650,78005
78653,78012
78655,78010
78668,78009
78672,78006
78674,78003
78677,78009
78681,78012
78683,78012
78686,78002
78688,78002
79001,79003
79002,79002
79003,79001
79005,79003
79007,79001
79008,79002
79009,79002
79010,79002
79012,79001
79013,79003
79014,79003
79015,79002
79016,79003
79018,79002
79019,79002
79020,79002
79022,79003
79023,79002
79024,79002
79025,79001
79029,79001
79030,79002
79031,79002
79032,79001
79034,79002
79038,79003
79040,79001
79042,79002
79046,79002
79047,79003
79048,79002
79049,79003
79050,79003
79055,79002
79056,79003
79057,79002
79058,79001
79059,79001
79060,79002
79061,79002
79062,79003
79063,79003
79064,79002
79066,79001
79069,79003
79070,79001
79071,79002
79074,79002
79076,79003
79077,79001
79078,79002
79079,79003
79080,79002
79081,79001
79083,79002
79084,79002
79085,79002
79086,79002
79087,79002
79088,79003
79089,79003
79090,79002
79091,79003
79092,79001
79094,79003
79095,79002
79096,79003
79100,79001
79101,79001
79102,79003
79103,79003
79104,79001
79105,79002
79106,79002
79108,79002
79109,79001
79111,79002
79112,79002
79114,79002
79115,79002
79116,79003
79117,79001
79118,79002
79119,79001
79120,79002
79121,79002
79122,79002
79123,79003
79124,79002
79125,79001
79126,79002
79127,79002
79128,79002
79129,79002
79130,79002
79131,79003
79132,79003
79133,79001
79134,79003
79135,79003
79136,79002
79137,79002
79139,79001
79140,79002
79141,79003
79142,79002
79144,79001
79145,79002
79147,79003
79148,79002
79149,79002
79150,79002
79152,79002
79153,79002
79154,79002
79156,79003
79157,79003
79158,79002
79159,79003
79160,79002
79161,79003
79162,79001
79163,79002
79164,79002
79165,79003
79166,79002
79167,79003
79170,79002
79172,79001
79174,79002
79175,79002
79176,79002
79177,79002
79179,79003
79180,79002
79183,79003
79184,79002
79185,79002
79189,79002
79190,79001
79191,79001
79195,79003
79196,79003
79197,79002
79198,79002
79200,79001
79201,79002
79202,79002
79203,79003
79204,79002
79205,79002
79207,79003
79208,79002
79209,79003
79210,79003
79212,79002
79213,79002
79215,79001
79216,79001
79217,79002
79218,79002
79220,79002
79223,79001
79225,79002
79226,79001
79229,79002
79230,79002
79231,79002
79235,79003
79236,79003
79238,79003
79239,79001
79241,79001
79242,79003
79243,79002
79244,79003
79246,79002
79249,79001
79250,79003
79251,79002
79252,79003
79253,79001
79254,79002
79255,79002
79256,79002
79257,79002
79258,79003
79259,79003
79263,79001
79265,79003
79267,79001
79268,79003
79269,79001
79270,79002
79271,79001
79273,79001
79274,79003
79276,79002
79277,79003
79278,79002
79280,79003
79281,79001
79283,79002
79284,79001
79285,79001
79286,79003
79289,79003
79290,79001
79293,79001
79294,79001
79295,79002
79297,79002
79298,79002
79299,79003
79300,79003
79301,79002
79302,79002
79303,79002
79304,79002
79306,79002
79307,79002
79308,79001
79309,79001
79310,79002
79311,79001
79312,79002
79313,79002
79316,79002
79319,79002
79320,79001
79322,79002
79326,79002
79329,79003
79331,79003
79332,79003
79334,79002
79335,79002
79336,79002
79337,79002
79338,79002
79339,79002
79340,79002
79341,79002
79342,79001
79343,79002
79345,79001
79346,79002
79347,79002
79348,79002
79349,79002
79350,79002
79351,79001
79352,79002
79354,79001
79355,79001
79357,79001
80001,80001
80002,80005
80003,80005
80004,80003
80005,80004
80006,80003
80008,80003
80009,80001
80010,80004
80011,80001
80013,80003
80014,80005
80015,80005
80016,80005
80017,80005
80018,80003
80019,80003
80020,80001
80021,80001
80021,80002
80022,80003
80023,80004
80024,80001
80025,80003
80026,80004
80027,80005
80028,80005
80029,80003
80030,80003
80031,80004
80032,80004
80033,80005
80034,80005
80035,80004
80036,80004
80037,80004
80038,80005
80039,80003
80040,80003
80041,80004
80042,80004
80043,80005
80044,80004
80045,80005
80046,80003
80047,80005
80048,80003
80049,80004
80050,80004
80051,80003
80052,80004
80053,80005
80054,80005
80055,80004
80056,80004
80057,80005
80058,80005
80059,80005
80060,80004
80061,80004
80062,80004
80063,80003
80064,80004
80065,80005
80066,80004
80067,80005
80068,80004
80069,80005
80070,80004
80071,80004
80073,80005
80074,80004
80076,80003
80077,80004
80078,80001
80079,80004
80080,80005
80081,80004
80082,80001
80083,80004
80084,80003
80085,80004
80086,80004
80087,80003
80088,80005
80089,80001
80090,80005
80092,80004
80093,80001
80094,80004
80095,80005
80096,80003
80097,80005
80098,80004
80099,80003
80100,80001
80101,80005
80102,80005
80103,80005
80104,80003
80105,80005
80106,80004
80107,80002
80108,80004
80109,80003
80110,80003
80112,80004
80113,80001
80114,80004
80115,80005
80116,80005
80117,80001
80118,80003
80119,80003
80120,80003
80121,80004
80122,80004
80123,80001
80124,80003
80125,80004
80126,80003
80127,80003
80128,80005
80129,80005
80130,80003
80131,80002
80132,80004
80133,80003
80134,80004
80135,80001
80136,80005
80137,80001
80138,80004
80139,80005
80140,80004
80141,80005
80142,80003
80143,80004
80144,80005
80145,80001
80146,80003
80147,80001
80148,80003
80149,80003
80150,80005
80151,80005
80152,80004
80153,80005
80154,80005
80155,80001
80156,80004
80157,80004
80158,80005
80159,80002
80160,80002
80161,80003
80162,80005
80163,80001
80164,80001
80165,80003
80166,80001
80167,80003
80168,80004
80169,80003
80170,80004
80171,80001
80172,80005
80173,80004
80174,80004
80176,80005
80177,80005
80179,80004
80180,80001
80181,80004
80182,80003
80183,80003
80184,80005
80185,80005
80186,80005
80187,80001
80188,80004
80189,80005
80190,80003
80191,80005
80192,80005
80193,80004
80194,80005
80195,80005
80196,80003
80197,80005
80198,80003
80199,80005
80200,80001
80201,80005
80202,80004
80203,80005
80204,80005
80205,80001
80206,80005
80207,80004
80208,80003
80210,80004
80211,80004
80212,80004
80213,80002
80214,80004
80215,80001
80216,80005
80217,80005
80218,80004
80219,80004
80220,80004
80221,80001
80222,80003
80223,80005
80224,80005
80225,80003
80226,80005
80227,80004
80228,80003
80229,80001
80230,80005
80231,80005
80232,80005
80233,80005
80234,80004
80235,80003
80236,80004
80237,80004
80238,80005
80239,80005
80240,80005
80241,80001
80242,80004
80243,80004
80244,80003
80245,80003
80246,80002
80247,80005
80248,80003
80249,80001
80250,80003
80251,80003
80252,80005
80253,80004
80256,80002
80258,80005
80259,80004
80260,80001
80261,80002
80262,80001
80263,80005
80264,80005
80265,80003
80266,80005
80267,80005
80268,80001
80269,80003
80270,80004
80271,80005
80272,80005
80273,80004
80274,80005
80275,80005
80276,80004
80278,80004
80279,80005
80280,80003
80281,80001
80282,80003
80283,80004
80284,80005
80285,80004
80287,80003
80288,80005
80290,80003
80291,80002
80292,80005
80293,80004
80294,80005
80295,80005
80296,80001
80297,80003
80298,80005
80299,80004
80300,80005
80301,80004
80302,80004
80303,80003
80304,80005
80305,80001
80306,80004
80307,80005
80308,80003
80310,80004
80311,80004
80312,80005
80313,80005
80314,80005
80315,80004
80316,80004
80317,80004
80318,80001
80319,80003
80320,80005
80321,80004
80322,80005
80324,80003
80325,80005
80326,80004
80327,80003
80328,80003
80329,80005
80330,80003
80331,80003
80332,80003
80333,80003
80334,80004
80335,80005
80336,80003
80337,80002
80338,80004
80339,80005
80340,80004
80341,80001
80342,80005
80343,80003
80344,80001
80345,80003
80346,80001
80347,80005
80348,80001
80349,80004
80350,80004
80351,80004
80352,80004
80353,80005
80354,80003
80355,80003
80356,80003
80357,80003
80358,80004
80359,80005
80360,80003
80361,80003
80362,80003
80364,80003
80365,80004
80366,80005
80367,80005
80368,80003
80369,80004
80371,80003
80372,80003
80373,80003
80374,80003
80375,80004
80376,80002
80377,80004
80378,80005
80379,80002
80380,80001
80381,80004
80383,80005
80384,80005
80385,80001
80386,80004
80387,80002
80388,80003
80390,80004
80391,80004
80392,80004
80393,80005
80395,80004
80396,80003
80397,80005
80399,80003
80400,80005
80401,80005
80402,80004
80403,80002
80404,80005
80405,80002
80406,80003
80407,80004
80408,80001
80409,80005
80410,80005
80411,80004
80412,80004
80413,80005
80414,80004
80415,80004
80416,80001
80417,80005
80418,80005
80420,80005
80421,80005
80422,80003
80423,80001
80424,80002
80425,80005
80426,80004
80427,80004
80428,80005
80429,80004
80430,80005
80431,80005
80432,80005
80433,80005
80434,80005
80435,80005
80436,80004
80437,80003
80438,80005
80439,80004
80440,80003
80442,80005
80443,80004
80444,80003
80445,80004
80446,80003
80449,80004
80450,80003
80451,80005
80452,80004
80453,80004
80455,80004
80456,80004
80458,80004
80459,80003
80460,80004
80461,80004
80462,80003
80463,80004
80464,80003
80465,80005
80466,80001
80467,80005
80468,80005
80469,80004
80470,80005
80472,80005
80473,80005
80474,80005
80475,80005
80476,80003
80477,80003
80478,80004
80479,80004
80480,80003
80481,80005
80482,80003
80484,80004
80485,80004
80486,80001
80487,80005
80488,80003
80489,80001
80490,80005
80491,80004
80493,80005
80494,80004
80495,80004
80496,80003
80497,80003
80498,80005
80499,80004
80500,80003
80501,80003
80502,80001
80503,80004
80504,80004
80505,80005
80507,80004
80508,80005
80509,80005
80511,80004
80512,80001
80513,80005
80514,80005
80515,80004
80516,80005
80517,80004
80518,80003
80519,80005
80520,80005
80521,80005
80522,80003
80523,80005
80524,80005
80525,80004
80526,80004
80527,80003
80528,80004
80529,80003
80530,80005
80531,80004
80533,80003
80535,80001
80536,80005
80537,80001
80538,80005
80540,80005
80541,80004
80542,80005
80543,80003
80544,80004
80545,80004
80546,80003
80547,80005
80548,80003
80549,80005
80550,80004
80552,80005
80553,80004
80554,80003
80555,80005
80556,80003
80557,80005
80558,80004
80559,80003
80560,80005
80561,80004
80562,80004
80563,80004
80565,80004
80566,80001
80568,80005
80569,80005
80570,80004
80571,80004
80572,80005
80573,80004
80574,80001
80575,80003
80576,80005
80577,80004
80578,80003
80579,80005
80580,80003
80582,80004
80583,80004
80584,80001
80585,80005
80586,80003
80587,80003
80588,80001
80589,80003
80590,80003
80591,80003
80592,80003
80593,80005
80595,80004
80596,80004
80597,80003
80598,80003
80599,80003
80600,80003
80601,80005
80602,80004
80603,80003
80604,80004
80605,80005
80606,80003
80607,80003
80609,80001
80611,80004
80613,80003
80614,80004
80615,80005
80616,80005
80617,80005
80618,80003
80619,80001
80620,80005
80621,80005
80622,80001
80623,80004
80624,80004
80625,80004
80626,80003
80627,80004
80628,80004
80629,80005
80630,80004
80631,80003
80632,80002
80633,80003
80634,80004
80635,80001
80637,80003
80638,80005
80639,80001
80640,80005
80642,80004
80643,80004
80644,80005
80645,80005
80646,80005
80647,80005
80648,80005
80649,80003
80650,80004
80651,80004
80652,80004
80654,80003
80655,80003
80656,80003
80657,80004
80658,80005
80659,80005
80661,80004
80662,80003
80663,80003
80664,80005
80665,80003
80666,80004
80667,80004
80668,80002
80669,80005
80670,80003
80671,80001
80672,80004
80673,80003
80674,80002
80675,80004
80676,80005
80677,80005
80678,80004
80679,80005
80680,80005
80681,80004
80682,80005
80683,80005
80684,80005
80685,80005
80686,80004
80687,80004
80688,80003
80690,80002
80691,80003
80692,80003
80693,80005
80694,80005
80695,80005
80696,80002
80697,80004
80698,80003
80699,80003
80700,80003
80701,80005
80702,80002
80703,80004
80704,80004
80705,80005
80706,80001
80707,80003
80708,80005
80709,80003
80710,80003
80711,80001
80713,80003
80714,80003
80716,80001
80717,80002
80718,80001
80719,80004
80721,80003
80722,80004
80723,80003
80724,80002
80725,80002
80726,80005
80728,80004
80729,80004
80730,80002
80732,80003
80733,80005
80734,80004
80735,80003
80736,80003
80737,80005
80738,80001
80740,80004
80741,80005
80742,80001
80743,80005
80744,80003
80746,80004
80747,80005
80748,80005
80749,80004
80750,80005
80751,80004
80752,80002
80753,80005
80754,80004
80755,80004
80756,80005
80757,80004
80758,80004
80759,80005
80760,80003
80762,80005
80763,80003
80764,80003
80765,80003
80766,80005
80767,80003
80769,80005
80770,80003
80771,80005
80773,80004
80774,80004
80775,80003
80776,80005
80777,80005
80778,80001
80779,80001
80780,80003
80781,80005
80782,80004
80783,80003
80784,80004
80785,80004
80786,80004
80787,80003
80788,80003
80789,80005
80790,80005
80791,80002
80792,80001
80793,80001
80794,80005
80795,80001
80796,80003
80797,80004
80798,80004
80799,80004
80800,80004
80801,80005
80802,80005
80803,80005
80804,80001
80805,80004
80806,80003
80807,80005
80808,80003
80809,80003
80810,80003
80811,80005
80812,80005
80813,80004
80814,80005
80815,80003
80819,80001
80820,80004
80821,80003
80822,80004
80823,80005
80824,80004
80825,80003
80826,80003
80827,80003
80828,80003
80829,80005
80830,80001
80832,80003
80833,80003
80834,80003
80835,80001
80836,80001
81001,81003
81002,81003
81003,81001
81004,81001
81004,81002
81005,81003
81006,81003
81007,81002
81008,81002
81009,81002
81010,81001
81011,81003
81012,81002
81013,81002
81014,81001
81015,81003
81016,81003
81017,81001
81018,81002
81019,81001
81020,81002
81021,81003
81022,81003
81023,81001
81024,81002
81025,81003
81026,81001
81027,81003
81028,81001
81029,81002
81030,81003
81031,81001
81032,81003
81033,81002
81034,81003
81035,81002
81036,81003
81037,81001
81038,81002
81039,81002
81040,81003
81041,81002
81042,81001
81043,81002
81044,81003
81045,81002
81046,81002
81047,81001
81048,81002
81049,81003
81050,81003
81051,81002
81052,81001
81053,81001
81054,81003
81055,81003
81056,81002
81058,81003
81059,81001
81060,81002
81061,81002
81062,81001
81063,81002
81064,81002
81065,81001
81065,81003
81066,81003
81067,81002
81068,81002
81069,81002
81070,81002
81071,81001
81072,81002
81073,81002
81074,81001
81075,81003
81076,81003
81077,81001
81078,81003
81079,81001
81080,81002
81081,81003
81082,81001
81083,81003
81084,81003
81085,81001
81086,81001
81087,81002
81088,81001
81089,81001
81090,81002
81092,81003
81093,81002
81094,81001
81095,81002
81096,81001
81097,81001
81098,81003
81099,81002
81100,81003
81101,81002
81102,81003
81103,81001
81104,81003
81105,81002
81106,81002
81108,81002
81109,81003
81110,81002
81111,81002
81112,81002
81114,81002
81115,81003
81116,81003
81117,81002
81118,81003
81119,81001
81120,81003
81121,81003
81122,81001
81123,81002
81124,81001
81125,81001
81126,81003
81127,81003
81128,81001
81129,81003
81130,81003
81131,81002
81132,81003
81133,81001
81134,81001
81135,81002
81136,81002
81137,81001
81138,81002
81139,81003
81140,81003
81141,81001
81142,81003
81143,81003
81144,81002
81145,81002
81146,81002
81147,81001
81148,81002
81149,81002
81150,81003
81151,81003
81152,81002
81154,81002
81156,81002
81157,81003
81158,81001
81159,81003
81160,81003
81161,81001
81162,81003
81163,81003
81164,81002
81165,81002
81166,81002
81167,81001
81168,81002
81169,81002
81170,81002
81171,81002
81172,81002
81173,81003
81174,81003
81175,81002
81176,81002
81177,81001
81178,81002
81179,81003
81180,81002
81181,81003
81182,81001
81183,81001
81184,81002
81185,81002
81186,81002
81187,81002
81188,81001
81189,81003
81190,81001
81191,81002
81192,81001
81193,81001
81195,81003
81196,81003
81197,81002
81198,81001
81199,81001
81200,81003
81201,81002
81202,81002
81203,81001
81204,81003
81205,81003
81206,81002
81207,81003
81208,81002
81209,81003
81210,81003
81211,81001
81212,81003
81213,81003
81214,81003
81215,81002
81216,81003
81217,81002
81218,81001
81219,81003
81220,81002
81221,81001
81222,81001
81223,81003
81224,81002
81225,81002
81227,81001
81228,81002
81229,81003
81230,81002
81231,81003
81232,81001
81233,81001
81234,81002
81235,81003
81236,81003
81237,81003
81238,81003
81239,81003
81240,81001
81242,81003
81243,81002
81244,81002
81245,81002
81246,81002
81247,81001
81248,81002
81249,81002
81250,81003
81251,81003
81252,81001
81253,81002
81254,81002
81255,81003
81256,81001
81257,81001
81258,81003
81259,81001
81261,81003
81262,81002
81263,81002
81264,81001
81265,81002
81266,81003
81267,81001
81268,81001
81269,81003
81270,81003
81271,81003
81272,81002
81273,81003
81274,81001
81275,81002
81276,81002
81277,81002
81278,81003
81279,81002
81280,81002
81281,81003
81282,81001
81283,81002
81284,81001
81285,81002
81286,81003
81287,81001
81288,81003
81289,81003
81290,81002
81291,81002
81292,81002
81293,81002
81294,81002
81295,81001
81297,81002
81298,81003
81299,81003
81300,81002
81302,81002
81303,81001
81304,81002
81305,81001
81306,81002
81307,81003
81308,81001
81309,81002
81310,81003
81311,81003
81312,81003
81313,81002
81314,81001
81315,81003
81316,81002
81317,81001
81318,81003
81319,81002
81320,81002
81321,81003
81322,81002
81323,81003
81324,81003
81325,81003
81326,81002
82001,82002
82002,82001
82003,82002
82004,82002
82005,82002
82006,82002
82007,82001
82008,82002
82009,82002
82010,82002
82011,82002
82012,82002
82013,82002
82014,82002
82015,82002
82016,82002
82017,82002
82018,82001
82019,82002
82020,82002
82021,82002
82022,82002
82023,82002
82024,82002
82025,82002
82026,82001
82027,82002
82028,82002
82029,82001
82030,82002
82031,82002
82032,82002
82033,82002
82034,82002
82035,82002
82036,82002
82037,82001
82038,82001
82039,82001
82040,82001
82041,82001
82042,82002
82043,82002
82044,82001
82045,82002
82046,82002
82047,82002
82048,82002
82049,82002
82050,82002
82051,82002
82052,82002
82053,82002
82054,82002
82055,82002
82056,82001
82057,82002
82058,82002
82059,82002
82060,82002
82061,82001
82062,82002
82063,82002
82064,82002
82065,82002
82066,82001
82067,82002
82068,82002
82069,82001
82070,82002
82071,82002
82072,82002
82073,82002
82074,82002
82075,82002
82076,82001
82077,82001
82078,82001
82079,82002
82080,82002
82081,82002
82082,82001
82083,82002
82084,82002
82085,82002
82086,82002
82087,82001
82088,82001
82089,82002
82090,82001
82091,82002
82092,82001
82093,82002
82094,82002
82095,82001
82096,82002
82097,82002
82098,82001
82099,82002
82100,82001
82101,82002
82102,82002
82103,82002
82104,82002
82105,82002
82106,82002
82107,82002
82108,82002
82109,82002
82110,82001
82111,82002
82112,82002
82113,82001
82114,82002
82115,82001
82116,82002
82117,82002
82118,82002
82119,82001
82120,82001
82121,82001
82122,82002
82123,82002
82124,82002
82125,82002
82126,82001
82127,82002
82128,82001
82129,82002
82130,82002
82131,82001
82132,82001
82133,82001
82134,82001
82135,82002
82136,82002
82137,82001
82138,82002
82139,82002
82140,82001
82141,82002
82142,82002
82143,82002
82144,82001
82145,82001
82146,82002
82147,82001
82148,82001
82149,82001
82150,82001
82151,82002
82152,82002
82153,82002
82154,82002
82155,82001
82156,82002
82157,82002
82158,82002
82159,82001
82160,82002
82161,82001
82162,82001
82163,82002
82164,82002
82165,82002
82166,82002
82167,82001
82168,82002
82169,82002
82170,82002
82171,82002
82172,82001
82173,82002
82174,82001
82175,82002
82176,82001
82177,82002
82178,82002
82179,82001
82180,82002
82181,82002
82182,82002
82183,82002
82184,82001
82185,82002
82186,82002
82187,82001
82188,82001
82189,82001
82190,82002
82191,82001
82192,82001
82193,82002
82194,82001
82195,82001
83001,83005
83002,83008
83003,83008
83004,83004
83005,83008
83006,83008
83007,83008
83008,83005
83009,83007
83010,83008
83011,83008
83012,83008
83013,83008
83014,83008
83015,83008
83016,83006
83017,83002
83018,83004
83019,83004
83020,83008
83021,83008
83022,83008
83023,83006
83025,83008
83026,83004
83027,83006
83028,83008
83029,83008
83030,83006
83031,83004
83032,83008
83033,83006
83034,83003
83035,83006
83036,83004
83037,83006
83038,83008
83039,83008
83040,83008
83041,83008
83042,83004
83043,83004
83044,83008
83045,83008
83046,83008
83047,83003
83048,83004
83049,83006
83050,83008
83051,83008
83052,83008
83053,83002
83054,83002
83055,83008
83056,83008
83057,83004
83058,83008
83059,83006
83060,83008
83061,83005
83062,83003
83063,83004
83064,83006
83065,83004
83066,83008
83067,83004
83068,83004
83069,83003
83070,83004
83071,83003
83072,83004
83073,83004
83074,83008
83075,83004
83076,83006
83077,83006
83078,83008
83079,83004
83080,83008
83081,83008
83082,83008
83083,83008
83084,83008
83085,83008
83086,83005
83087,83006
83088,83006
83089,83006
83090,83002
83091,83006
83092,83004
83093,83006
83094,83004
83095,83008
83096,83006
83097,83006
83098,83003
83099,83005
83100,83006
83101,83004
83102,83008
83103,83002
83104,83008
83105,83006
83106,83006
83107,83005
83108,83006
83109,83008
83110,83006
83111,83006
83112,83006
83113,83008
83114,83008
83115,83004
83116,83006
83117,83008
83118,83005
83119,83004
83120,83006
83121,83008
83122,83008
83123,83007
83124,83008
83125,83008
83126,83007
83127,83006
83128,83008
83129,83007
83130,83002
83131,83002
83132,83002
83133,83008
83134,83004
83135,83008
83136,83004
83137,83001
83137,83002
83138,83008
83139,83008
83140,83006
83141,83008
83142,83008
83143,83006
83144,83002
83145,83008
83146,83008
83147,83008
83148,83004
83149,83008
83150,83008
83151,83006
83152,83004
83153,83007
83154,83008
84001,84003
84002,84005
84003,84005
84004,84005
84005,84005
84006,84005
84007,84001
84008,84004
84009,84005
84010,84005
84011,84003
84012,84004
84013,84005
84014,84005
84015,84004
84016,84003
84017,84005
84018,84005
84019,84004
84020,84002
84021,84004
84022,84004
84023,84002
84024,84005
84025,84002
84026,84002
84027,84004
84028,84004
84029,84004
84030,84005
84031,84003
84031,84005
84032,84005
84033,84005
84034,84002
84035,84002
84036,84002
84037,84004
84038,84002
84039,84003
84040,84004
84041,84005
84042,84002
84043,84003
84044,84004
84045,84004
84046,84005
84047,84005
84048,84005
84049,84004
84050,84005
84051,84005
84052,84005
84053,84004
84054,84002
84055,84002
84056,84004
84057,84005
84058,84002
84059,84004
84060,84005
84061,84004
84062,84002
84063,84004
84064,84004
84065,84002
84066,84005
84067,84005
84068,84002
84069,84004
84070,84005
84071,84002
84072,84003
84073,84002
84074,84002
84075,84005
84076,84005
84077,84005
84078,84004
84079,84005
84080,84003
84081,84001
84082,84005
84083,84004
84084,84005
84085,84005
84086,84002
84087,84004
84088,84003
84089,84005
84090,84005
84091,84004
84092,84001
84093,84002
84094,84004
84095,84002
84096,84004
84097,84004
84098,84004
84099,84002
84100,84004
84101,84003
84102,84005
84103,84005
84104,84004
84105,84005
84106,84004
84107,84005
84108,84003
84109,84005
84110,84004
84111,84004
84112,84005
84113,84005
84114,84005
84115,84005
84116,84004
84117,84004
84118,84005
84119,84002
84120,84005
84121,84005
84122,84005
84123,84005
84124,84002
84125,84004
84126,84004
84127,84004
84128,84002
84129,84003
84130,84004
84131,84002
84132,84002
84133,84005
84134,84004
84135,84004
84136,84004
84137,84004
84138,84004
84139,84002
84140,84002
84141,84003
84142,84003
84143,84003
84144,84005
84145,84005
84146,84004
84147,84002
84148,84005
84149,84004
84150,84004
84151,84005
85001,85005
85002,85003
85003,85001
85004,85002
85005,85005
85006,85001
85008,85002
85009,85005
85010,85002
85011,85003
85012,85003
85013,85004
85014,85005
85015,85001
85016,85002
85017,85004
85018,85003
85019,85001
85020,85005
85021,85004
85022,85002
85023,85002
85024,85001
85025,85004
85026,85002
85028,85005
85029,85003
85031,85004
85033,85005
85034,85002
85035,85003
85036,85002
85037,85005
85038,85004
85039,85004
85040,85005
85041,85005
85042,85005
85045,85003
85046,85002
85047,85001
85049,85005
85050,85002
85051,85002
85053,85005
85054,85002
85055,85001
85056,85005
85058,85005
85059,85005
85061,85002
85062,85001
85064,85004
85065,85004
85066,85004
85067,85005
85070,85003
85071,85003
85072,85004
85073,85002
85074,85002
85076,85004
85077,85002
85078,85005
85080,85005
85081,85001
85082,85004
85083,85003
85084,85001
85086,85001
85087,85005
85088,85003
85089,85001
85090,85004
85092,85005
85093,85002
85094,85005
85095,85001
85096,85001
85097,85004
85098,85001
85099,85002
85100,85003
85101,85002
85102,85001
85103,85002
85104,85005
85105,85005
85106,85003
85108,85001
85109,85004
85110,85005
85111,85005
85112,85003
85113,85003
85114,85002
85115,85005
