,codecommune,nomcommune
5137,15222,SANSAC-VEINAZÈS
5138,15223,SAUVAT
5139,15224,LA SÉGALASSIÈRE
5140,15225,SÉGUR-LES-VILLAS
5141,15226,SÉNEZERGUES
5142,15228,SIRAN
5143,15229,SOULAGES
5144,15230,SOURNIAC
5145,15231,TALIZAT
5146,15232,TANAVELLE
5147,15233,TEISSIÈRES-DE-CORNET
5148,15234,TEISSIÈRES-LÈS-BOULIÈS
5149,15235,LES TERNES
5150,15236,THIÉZAC
5151,15237,TIVIERS
5152,15238,TOURNEMIRE
5153,15240,TRÉMOUILLE
5154,15241,LA TRINITAT
5155,15242,LE TRIOULOU
5156,15243,TRIZAC
5157,15244,USSEL
5158,15245,VABRES
5159,15246,VALETTE
5160,15247,VALJOUZE
5161,15248,VALUÉJOLS
5162,15249,LE VAULMIER
5163,15250,VEBRET
5164,15251,VÉDRINES-SAINT-LOUP
5165,15252,VELZIC
5166,15253,VERNOLS
5167,15254,VEYRIÈRES
5168,15255,VÉZAC
5169,15256,VÈZE
5170,15257,VEZELS-ROUSSY
5171,15258,VIC-SUR-CÈRE
5172,15259,VIEILLESPESSE
5173,15260,VIEILLEVIE
5174,15261,LE VIGEAN
5175,15262,VILLEDIEU
5176,15263,VIRARGUES
5177,15264,VITRAC
5178,15265,YDES
5179,15266,YOLET
5180,15267,YTRAC
5181,15268,LE ROUGET-PERS
5182,15269,BESSE
5183,16001,ABZAC
5184,16002,LES ADJOTS
5185,16003,AGRIS
5186,16005,AIGRE
5187,16007,ALLOUE
5188,16008,AMBÉRAC
5189,16009,AMBERNAC
5190,16011,ANAIS
5191,16012,ANGEAC-CHAMPAGNE
5192,16013,ANGEAC-CHARENTE
5193,16014,ANGEDUC
5194,16015,ANGOULÊME
5195,16016,ANSAC-SUR-VIENNE
5196,16018,ARS
5197,16019,ASNIÈRES-SUR-NOUÈRE
5198,16020,AUBETERRE-SUR-DRONNE
5199,16023,AUNAC SUR CHARENTE
5200,16024,AUSSAC-VADALLE
5201,16025,BAIGNES-SAINTE-RADEGONDE
5202,16026,BALZAC
5203,16027,BARBEZIÈRES
5204,16028,BARBEZIEUX-SAINT-HILAIRE
5205,16029,BARDENAC
5206,16030,BARRET
5207,16031,BARRO
5208,16032,BASSAC
5209,16034,BAZAC
5210,16035,BEAULIEU-SUR-SONNETTE
5211,16036,BÉCHERESSE
5212,16037,BELLON
5213,16038,BENEST
5214,16039,BERNAC
5215,16040,BERNEUIL
5216,16041,BESSAC
5217,16042,BESSÉ
5218,16044,BIOUSSAC
5219,16045,BIRAC
5220,16046,COTEAUX DU BLANZACAIS
5221,16047,BLANZAGUET-SAINT-CYBARD
5222,16048,BOISBRETEAU
5223,16049,BONNES
5224,16050,BONNEUIL
5225,16052,BORS(CANTON DE MONTMOREAU-SAINT-CYBARD)
5226,16053,BORS(CANTON DE BAIGNES-SAINTE-RADEGONDE)
5227,16054,LE BOUCHAGE
5228,16055,BOUÃX
5229,16056,BOURG-CHARENTE
5230,16057,BOUTEVILLE
5231,16058,BOUTIERS-SAINT-TROJAN
5232,16059,BRETTES
5233,16060,BRÉVILLE
5234,16061,BRIE
5235,16062,BRIE-SOUS-BARBEZIEUX
5236,16063,BRIE-SOUS-CHALAIS
5237,16064,BRIGUEUIL
5238,16065,BRILLAC
5239,16066,BROSSAC
5240,16067,BUNZAC
5241,16068,CELLEFROUIN
5242,16069,CELLETTES
5243,16070,CHABANAIS
5244,16071,CHABRAC
5245,16072,CHADURIE
5246,16073,CHALAIS
5247,16074,CHALLIGNAC
5248,16075,CHAMPAGNE-VIGNY
5249,16076,CHAMPAGNE-MOUTON
5250,16077,CHAMPMILLON
5251,16078,CHAMPNIERS
5252,16079,CHANTILLAC
5253,16081,LA CHAPELLE
5254,16082,BOISNÉ-LA-TUDE
5255,16083,CHARMÉ
5256,16084,CHARRAS
5257,16085,CHASSENEUIL-SUR-BONNIEURE
5258,16086,CHASSENON
5259,16087,CHASSIECQ
5260,16088,CHASSORS
5261,16089,CHÂTEAUBERNARD
5262,16090,CHÂTEAUNEUF-SUR-CHARENTE
5263,16091,CHÂTIGNAC
5264,16093,CHAZELLES
5265,16095,CHENON
5266,16096,CHERVES-CHÂTELARS
5267,16097,CHERVES-RICHEMONT
5268,16098,LA CHÈVRERIE
5269,16099,CHILLAC
5270,16100,CHIRAC
5271,16101,CLAIX
5272,16102,COGNAC
5273,16103,COMBIERS
5274,16104,CONDAC
5275,16105,CONDÉON
5276,16106,CONFOLENS
5277,16107,COULGENS
5278,16108,COULONGES
5279,16109,COURBILLAC
5280,16110,COURCÔME
5281,16111,COURGEAC
5282,16112,COURLAC
5283,16113,LA COURONNE
5284,16114,COUTURE
5285,16116,CRITEUIL-LA-MAGDELEINE
5286,16117,CURAC
5287,16118,DEVIAT
5288,16119,DIGNAC
5289,16120,DIRAC
5290,16121,DOUZAT
5291,16122,EBRÉON
5292,16123,ECHALLAT
5293,16124,ECURAS
5294,16125,EDON
5295,16127,EMPURÉ
5296,16128,EPENÈDE
5297,16130,LES ESSARDS
5298,16131,ESSE
5299,16132,ETAGNAC
5300,16133,ETRIAC
5301,16134,EXIDEUIL
5302,16135,EYMOUTHIERS
5303,16136,LA FAYE
5304,16137,FEUILLADE
5305,16138,FLÉAC
5306,16139,FLEURAC
5307,16140,FONTCLAIREAU
5308,16141,FONTENILLE
5309,16142,LA FORÊT-DE-TESSÉ
5310,16143,FOUQUEBRUNE
5311,16144,FOUQUEURE
5312,16145,FOUSSIGNAC
5313,16146,GARAT
5314,16147,GARDES-LE-PONTAROUX
5315,16148,GENAC-BIGNAC
5316,16150,GENSAC-LA-PALLUE
5317,16151,GENTÉ
5318,16152,GIMEUX
5319,16153,MAINXE-GONDEVILLE
5320,16154,GOND-PONTOUVRE
5321,16155,LES GOURS
5322,16157,LE GRAND-MADIEU
5323,16158,GRASSAC
5324,16160,GUIMPS
5325,16161,GUIZENGEARD
5326,16162,GURAT
5327,16163,HIERSAC
5328,16164,HIESSE
5329,16165,HOULETTE
5330,16166,L'ISLE-D'ESPAGNAC
5331,16167,JARNAC
5332,16168,JAULDES
5333,16169,JAVREZAC
5334,16170,JUIGNAC
5335,16171,JUILLAC-LE-COQ
5336,16173,JUILLÉ
5337,16174,JULIENNE
5338,16175,VAL DES VIGNES
5339,16176,LACHAISE
5340,16177,LADIVILLE
5341,16178,LAGARDE-SUR-LE-NÉ
5342,16180,LAPRADE
5343,16181,LESSAC
5344,16182,LESTERPS
5345,16183,LÉSIGNAC-DURAND
5346,16184,LICHÈRES
5347,16185,LIGNÉ
5348,16186,LIGNIÈRES-AMBLEVILLE
5349,16187,LINARS
5350,16188,LE LINDOIS
5351,16189,LONDIGNY
5352,16190,LONGRÉ
5353,16191,LONNES
5354,16192,TERRES-DE-HAUTE-CHARENTE
5355,16193,LOUZAC-SAINT-ANDRÉ
5356,16194,LUPSAULT
5357,16195,LUSSAC
5358,16196,LUXÉ
5359,16197,LA MAGDELEINE
5360,16198,MAGNAC-LAVALETTE-VILLARS
5361,16199,MAGNAC-SUR-TOUVRE
5362,16200,MAINE-DE-BOIXE
5363,16203,MAINZAC
5364,16204,BELLEVIGNE
5365,16205,MANOT
5366,16206,MANSLE
5367,16207,MARCILLAC-LANVILLE
5368,16208,MAREUIL
5369,16209,MARILLAC-LE-FRANC
5370,16210,MARSAC
5371,16211,MARTHON
5372,16212,MASSIGNAC
5373,16213,MAZEROLLES
5374,16215,MÉDILLAC
5375,16216,MÉRIGNAC
5376,16217,MERPINS
5377,16218,MESNAC
5378,16220,LES MÉTAIRIES
5379,16221,MONS
5380,16222,MONTBOYER
5381,16223,MONTBRON
5382,16224,MONTMÉRAC
5383,16225,MONTEMBOEUF
5384,16226,MONTIGNAC-CHARENTE
5385,16227,MONTIGNAC-LE-COQ
5386,16229,MONTJEAN
5387,16230,MONTMOREAU
5388,16231,MONTROLLET
5389,16232,MORNAC
5390,16233,MOSNAC-SAINT-SIMEUX
5391,16234,MOULIDARS
5392,16236,MOUTHIERS-SUR-BOÃME
5393,16237,MOUTON
5394,16238,MOUTONNEAU
5395,16239,MOUZON
5396,16240,NABINAUD
5397,16241,NANCLARS
5398,16242,NANTEUIL-EN-VALLÉE
5399,16243,NERCILLAC
5400,16244,NERSAC
5401,16245,NIEUIL
5402,16246,NONAC
5403,16248,ORADOUR
5404,16249,ORADOUR-FANAIS
5405,16250,ORGEDEUIL
5406,16251,ORIOLLES
5407,16252,ORIVAL
5408,16253,PAIZAY-NAUDOUIN-EMBOURIE
5409,16254,PALLUAUD
5410,16255,PARZAC
5411,16256,PASSIRAC
5412,16258,PÉRIGNAC
5413,16260,PILLAC
5414,16261,LES PINS
5415,16263,PLASSAC-ROUFFIAC
5416,16264,PLEUVILLE
5417,16267,POULLIGNAC
5418,16268,POURSAC
5419,16269,PRANZAC
5420,16270,PRESSIGNAC
5421,16271,PUYMOYEN
5422,16272,PUYRÉAUX
5423,16273,RAIX
5424,16275,RANVILLE-BREUILLAUD
5425,16276,REIGNAC
5426,16277,RÉPARSAC
5427,16279,RIOUX-MARTIN
5428,16280,RIVIÈRES
5429,16281,LA ROCHEFOUCAULD-EN-ANGOUMOIS
5430,16282,LA ROCHETTE
5431,16283,RONSENAC
5432,16284,ROUFFIAC
5433,16285,ROUGNAC
5434,16286,ROUILLAC
5435,16287,ROULLET-SAINT-ESTÈPHE
5436,16289,ROUSSINES
5437,16290,ROUZÈDE
5438,16291,RUELLE-SUR-TOUVRE
5439,16292,RUFFEC
5440,16293,SAINT-ADJUTORY
5441,16295,SAINT-AMANT-DE-BOIXE
5442,16297,GRAVES SAINT AMANT
5443,16298,SAINT-AMANT-DE-NOUÈRE
5444,16300,VAL-DE-BONNIEURE
5445,16301,SAINT-AULAIS-LA-CHAPELLE
5446,16302,SAINT-AVIT
5447,16303,SAINT-BONNET
5448,16304,SAINT-BRICE
5449,16306,SAINT-CHRISTOPHE
5450,16307,SAINT-CIERS-SUR-BONNIEURE
5451,16308,SAINT-CLAUD
5452,16310,SAINT-COUTANT
5453,16312,SAINT-CYBARDEAUX
5454,16315,SAINT-FÉLIX
5455,16316,SAINT-FORT-SUR-LE-NÉ
5456,16317,SAINT-FRAIGNE
5457,16318,SAINT-FRONT
5458,16320,SAINT-GENIS-D'HIERSAC
5459,16321,SAINT-GEORGES
5460,16323,SAINT-GERMAIN-DE-MONTBRON
5461,16325,SAINT-GOURSON
5462,16326,SAINT-GROUX
5463,16329,SAINT-LAURENT-DE-CÉRIS
5464,16330,SAINT-LAURENT-DE-COGNAC
5465,16331,SAINT-LAURENT-DES-COMBES
5466,16334,SAINT-MARTIAL
5467,16335,SAINT-MARTIN-DU-CLOCHER
5468,16336,SAINT-MARY
5469,16337,SAINT-MAURICE-DES-LIONS
5470,16338,SAINT-MÉDARD
5471,16339,VAL-D'AUGE
5472,16340,SAINT-MÊME-LES-CARRIÈRES
5473,16341,SAINT-MICHEL
5474,16342,SAINT-PALAIS-DU-NÉ
5475,16343,SAINT-PREUIL
5476,16345,SAINT-QUENTIN-SUR-CHARENTE
5477,16346,SAINT-QUENTIN-DE-CHALAIS
5478,16347,SAINT-ROMAIN
5479,16348,SAINT-SATURNIN
5480,16349,SAINTE-SÉVÈRE
5481,16350,SAINT-SÉVERIN
5482,16352,SAINT-SIMON
5483,16353,SAINT-SORNIN
5484,16354,SAINTE-SOULINE
5485,16355,SAINT-SULPICE-DE-COGNAC
5486,16356,SAINT-SULPICE-DE-RUFFEC
5487,16357,SAINT-VALLIER
5488,16358,SAINT-YRIEIX-SUR-CHARENTE
5489,16359,SALLES-D'ANGLES
5490,16360,SALLES-DE-BARBEZIEUX
5491,16361,SALLES-DE-VILLEFAGNAN
5492,16362,SALLES-LAVALETTE
5493,16363,SAULGOND
5494,16364,SAUVAGNAC
5495,16365,SAUVIGNAC
5496,16366,SEGONZAC
5497,16368,SERS
5498,16369,SIGOGNE
5499,16370,SIREUIL
5500,16372,SOUFFRIGNAC
5501,16373,SOUVIGNÉ
5502,16374,SOYAUX
5503,16375,SUAUX
5504,16377,LA TÂCHE
5505,16378,TAIZÉ-AIZIE
5506,16379,TAPONNAT-FLEURIGNAC
5507,16380,LE TÂTRE
5508,16381,THEIL-RABIER
5509,16382,TORSAC
5510,16383,TOURRIERS
5511,16384,TOUVÉRAC
5512,16385,TOUVRE
5513,16387,TRIAC-LAUTRAIT
5514,16388,TROIS-PALIS
5515,16389,TURGON
5516,16390,TUSSON
5517,16392,VALENCE
5518,16393,VARS
5519,16394,VAUX-LAVALETTE
5520,16395,VAUX-ROUILLAC
5521,16396,VENTOUSE
5522,16397,VERDILLE
5523,16398,VERNEUIL
5524,16399,VERRIÈRES
5525,16400,VERTEUIL-SUR-CHARENTE
5526,16401,VERVANT
5527,16402,VIBRAC
5528,16403,LE VIEUX-CÉRIER
5529,16404,VIEUX-RUFFEC
5530,16405,VIGNOLLES
5531,16406,MOULINS-SUR-TARDOIRE
5532,16408,VILLEBOIS-LAVALETTE
5533,16409,VILLEFAGNAN
5534,16412,VILLEJOUBERT
5535,16413,VILLIERS-LE-ROUX
5536,16414,VILLOGNON
5537,16415,VINDELLE
5538,16416,VITRAC-SAINT-VINCENT
5539,16418,VOEUIL-ET-GIGET
5540,16419,VOUHARTE
5541,16420,VOULGÉZAC
5542,16421,VOUTHON
5543,16422,VOUZAN
5544,16423,XAMBES
5545,16424,YVIERS
5546,16425,YVRAC-ET-MALLEYRAND
5547,17002,AGUDELLE
5548,17003,AIGREFEUILLE-D'AUNIS
5549,17004,ILE-D'AIX
5550,17005,ALLAS-BOCAGE
5551,17006,ALLAS-CHAMPAGNE
5552,17007,ANAIS
5553,17008,ANDILLY
5554,17009,ANGLIERS
5555,17010,ANGOULINS
5556,17011,ANNEPONT
5557,17012,ANNEZAY
5558,17013,ANTEZANT-LA-CHAPELLE
5559,17015,ARCES
5560,17016,ARCHIAC
5561,17017,ARCHINGEAY
5562,17018,ARDILLIÈRES
5563,17019,ARS-EN-RÉ
5564,17020,ARTHENAC
5565,17021,ARVERT
5566,17022,ASNIÈRES-LA-GIRAUD
5567,17023,AUJAC
5568,17024,AULNAY
5569,17025,AUMAGNE
5570,17026,AUTHON-EBÉON
5571,17027,AVY
5572,17028,AYTRÉ
5573,17029,BAGNIZEAU
5574,17030,BALANZAC
5575,17031,BALLANS
5576,17032,BALLON
5577,17033,LA BARDE
5578,17034,BARZAN
5579,17035,BAZAUGES
5580,17036,BEAUGEAY
5581,17037,BEAUVAIS-SUR-MATHA
5582,17038,BEDENAC
5583,17039,BELLUIRE
5584,17041,BENON
5585,17042,BERCLOUX
5586,17043,BERNAY-SAINT-MARTIN
5587,17044,BERNEUIL
5588,17045,BEURLAY
5589,17046,BIGNAY
5590,17047,BIRON
5591,17048,BLANZAC-LÈS-MATHA
5592,17049,BLANZAY-SUR-BOUTONNE
5593,17050,BOIS
5594,17051,LE BOIS-PLAGE-EN-RÉ
5595,17052,BOISREDON
5596,17053,BORDS
5597,17054,BORESSE-ET-MARTRON
5598,17055,BOSCAMNANT
5599,17056,BOUGNEAU
5600,17057,BOUHET
5601,17058,BOURCEFRANC-LE-CHAPUS
5602,17059,BOURGNEUF
5603,17060,BOUTENAC-TOUVENT
5604,17061,BRAN
5605,17062,BRESDON
5606,17063,BREUIL-LA-RÉORTE
5607,17064,BREUILLET
5608,17065,BREUIL-MAGNÉ
5609,17066,BRIE-SOUS-ARCHIAC
5610,17067,BRIE-SOUS-MATHA
5611,17068,BRIE-SOUS-MORTAGNE
5612,17069,BRIVES-SUR-CHARENTE
5613,17070,BRIZAMBOURG
5614,17071,LA BROUSSE
5615,17072,BURIE
5616,17073,BUSSAC-SUR-CHARENTE
5617,17074,BUSSAC-FORÊT
5618,17075,CABARIOT
5619,17076,CELLES
5620,17077,CERCOUX
5621,17078,CHADENAC
5622,17079,CHAILLEVETTE
5623,17080,CHAMBON
5624,17081,CHAMOUILLAC
5625,17082,CHAMPAGNAC
5626,17083,CHAMPAGNE
5627,17084,CHAMPAGNOLLES
5628,17085,CHAMPDOLENT
5629,17086,CHANIERS
5630,17087,CHANTEMERLE-SUR-LA-SOIE
5631,17089,LA CHAPELLE-DES-POTS
5632,17091,CHARRON
5633,17092,CHARTUZAC
5634,17093,LE CHÂTEAU-D'OLÉRON
5635,17094,CHÂTELAILLON-PLAGE
5636,17095,CHATENET
5637,17096,CHAUNAC
5638,17097,LE CHAY
5639,17098,CHENAC-SAINT-SEURIN-D'UZET
5640,17099,CHEPNIERS
5641,17100,CHÉRAC
5642,17101,CHERBONNIÈRES
5643,17102,CHERMIGNAC
5644,17104,CHEVANCEAUX
5645,17105,CHIVES
5646,17106,CIERZAC
5647,17107,CIRÉ-D'AUNIS
5648,17108,CLAM
5649,17109,CLAVETTE
5650,17110,CLÉRAC
5651,17111,CLION
5652,17112,LA CLISSE
5653,17113,LA CLOTTE
5654,17114,COIVERT
5655,17115,COLOMBIERS
5656,17116,CONSAC
5657,17117,CONTRÉ
5658,17118,CORIGNAC
5659,17119,CORME-ECLUSE
5660,17120,CORME-ROYAL
5661,17121,LA COUARDE-SUR-MER
5662,17122,COULONGES
5663,17124,COURANT
5664,17125,COURCELLES
5665,17126,COURCERAC
5666,17127,COURÃON
5667,17128,COURCOURY
5668,17129,COURPIGNAC
5669,17130,COUX
5670,17131,COZES
5671,17132,CRAMCHABAN
5672,17133,CRAVANS
5673,17134,CRAZANNES
5674,17135,CRESSÉ
5675,17136,CROIX-CHAPEAU
5676,17137,LA CROIX-COMTESSE
5677,17138,DAMPIERRE-SUR-BOUTONNE
5678,17139,DOEUIL-SUR-LE-MIGNON
5679,17140,DOLUS-D'OLÉRON
5680,17141,DOMPIERRE-SUR-CHARENTE
5681,17142,DOMPIERRE-SUR-MER
5682,17143,LE DOUHET
5683,17145,ECHEBRUNE
5684,17146,ECHILLAIS
5685,17147,ECOYEUX
5686,17148,ECURAT
5687,17149,LES EDUTS
5688,17150,LES EGLISES-D'ARGENTEUIL
5689,17151,L'EGUILLE
5690,17152,EPARGNES
5691,17153,ESNANDES
5692,17154,LES ESSARDS
5693,17155,ETAULES
5694,17156,EXPIREMONT
5695,17157,FENIOUX
5696,17158,FERRIÈRES
5697,17159,FLÉAC-SUR-SEUGNE
5698,17160,FLOIRAC
5699,17161,LA FLOTTE
5700,17162,FONTAINE-CHALENDRAY
5701,17163,FONTAINES-D'OZILLAC
5702,17164,FONTCOUVERTE
5703,17165,FONTENET
5704,17166,FORGES
5705,17167,LE FOUILLOUX
5706,17168,FOURAS
5707,17171,GEAY
5708,17172,GÉMOZAC
5709,17173,LA GENÉTOUZE
5710,17174,GENOUILLÉ
5711,17175,GERMIGNAC
5712,17176,GIBOURNE
5713,17177,LE GICQ
5714,17178,GIVREZAC
5715,17179,LES GONDS
5716,17180,GOURVILLETTE
5717,17181,GRANDJEAN
5718,17182,LA GRÈVE-SUR-MIGNON
5719,17183,GRÉZAC
5720,17184,LA GRIPPERIE-SAINT-SYMPHORIEN
5721,17185,LE GUA
5722,17186,LE GUÉ-D'ALLERÉ
5723,17187,GUITINIÈRES
5724,17188,HAIMPS
5725,17190,L'HOUMEAU
5726,17191,LA JARD
5727,17192,JARNAC-CHAMPAGNE
5728,17193,LA JARNE
5729,17194,LA JARRIE
5730,17195,LA JARRIE-AUDOUIN
5731,17196,JAZENNES
5732,17197,JONZAC
5733,17198,JUICQ
5734,17199,JUSSAS
5735,17200,LAGORD
5736,17201,LA LAIGNE
5737,17202,LANDES
5738,17203,LANDRAIS
5739,17204,LÉOVILLE
5740,17205,LOIRE-LES-MARAIS
5741,17206,LOIRÉ-SUR-NIE
5742,17207,LOIX
5743,17208,LONGÈVES
5744,17209,LONZAC
5745,17210,LORIGNAC
5746,17211,LOULAY
5747,17212,LOUZIGNAC
5748,17213,LOZAY
5749,17214,LUCHAT
5750,17215,LUSSAC
5751,17216,LUSSANT
5752,17217,MACQUEVILLE
5753,17218,MARANS
5754,17219,MARENNES-HIERS-BROUAGE
5755,17220,MARIGNAC
5756,17221,MARSAIS
5757,17222,MARSILLY
5758,17223,MASSAC
5759,17224,MATHA
5760,17225,LES MATHES
5761,17226,MAZERAY
5762,17227,MAZEROLLES
5763,17228,MÉDIS
5764,17229,MÉRIGNAC
5765,17230,MESCHERS-SUR-GIRONDE
5766,17231,MESSAC
5767,17232,MEURSAC
5768,17233,MEUX
5769,17234,MIGRÉ
5770,17235,MIGRON
5771,17236,MIRAMBEAU
5772,17237,MOÃZE
5773,17239,MONS
5774,17240,MONTENDRE
5775,17241,MONTGUYON
5776,17242,MONTILS
5777,17243,MONTLIEU-LA-GARDE
5778,17244,MONTPELLIER-DE-MÉDILLAN
5779,17245,MONTROY
5780,17246,MORAGNE
5781,17247,MORNAC-SUR-SEUDRE
5782,17248,MORTAGNE-SUR-GIRONDE
5783,17249,MORTIERS
5784,17250,MOSNAC
5785,17252,LE MUNG
5786,17253,MURON
5787,17254,NACHAMPS
5788,17255,NANCRAS
5789,17256,NANTILLÉ
5790,17257,NÉRÉ
5791,17258,NEUILLAC
5792,17259,NEULLES
5793,17260,NEUVICQ
5794,17261,NEUVICQ-LE-CHÂTEAU
5795,17262,NIEUL-LÈS-SAINTES
5796,17263,NIEUL-LE-VIROUIL
5797,17264,NIEUL-SUR-MER
5798,17265,NIEULLE-SUR-SEUDRE
5799,17266,LES NOUILLERS
5800,17267,NUAILLÉ-D'AUNIS
5801,17268,NUAILLÉ-SUR-BOUTONNE
5802,17269,ORIGNOLLES
5803,17270,OZILLAC
5804,17271,PAILLÉ
5805,17273,PÉRIGNAC
5806,17274,PÉRIGNY
5807,17275,PESSINES
5808,17276,LE PIN
5809,17277,ESSOUVERT
5810,17278,PISANY
5811,17279,PLASSAC
5812,17280,PLASSAY
5813,17281,POLIGNAC
5814,17282,POMMIERS-MOULONS
5815,17283,PONS
5816,17284,PONT-L'ABBÉ-D'ARNOULT
5817,17285,PORT-D'ENVAUX
5818,17286,LES PORTES-EN-RÉ
5819,17287,POUILLAC
5820,17288,POURSAY-GARNAUD
5821,17289,PRÉGUILLAC
5822,17290,PRIGNAC
5823,17291,PUILBOREAU
5824,17292,PUY-DU-LAC
5825,17293,PUYRAVAULT
5826,17294,PUYROLLAND
5827,17295,RÉAUX-SUR-TRÈFLE
5828,17296,RÉTAUD
5829,17297,RIVEDOUX-PLAGE
5830,17298,RIOUX
5831,17299,ROCHEFORT
5832,17300,LA ROCHELLE
5833,17301,ROMAZIÈRES
5834,17302,ROMEGOUX
5835,17303,LA RONDE
5836,17304,ROUFFIAC
5837,17305,ROUFFIGNAC
5838,17306,ROYAN
5839,17307,SABLONCEAUX
5840,17308,SAINT-AGNANT
5841,17309,SAINT-AIGULIN
5842,17310,SAINT-ANDRÉ-DE-LIDON
5843,17311,SAINT-AUGUSTIN
5844,17312,SAINT-BONNET-SUR-GIRONDE
5845,17313,SAINT-BRIS-DES-BOIS
5846,17314,SAINT-CÉSAIRE
5847,17315,SAINT-CHRISTOPHE
5848,17316,SAINT-CIERS-CHAMPAGNE
5849,17317,SAINT-CIERS-DU-TAILLON
5850,17318,SAINT-CLÉMENT-DES-BALEINES
5851,17319,SAINTE-COLOMBE
5852,17320,SAINT-COUTANT-LE-GRAND
5853,17321,SAINT-CRÉPIN
5854,17322,SAINT-CYR-DU-DORET
5855,17323,SAINT-DENIS-D'OLÉRON
5856,17324,SAINT-DIZANT-DU-BOIS
5857,17325,SAINT-DIZANT-DU-GUA
5858,17326,SAINT-EUGÈNE
5859,17327,SAINT-FÉLIX
5860,17328,SAINT-FORT-SUR-GIRONDE
5861,17329,SAINT-FROULT
5862,17330,SAINTE-GEMME
5863,17331,SAINT-GENIS-DE-SAINTONGE
5864,17332,SAINT-GEORGES-ANTIGNAC
5865,17333,SAINT-GEORGES-DE-DIDONNE
5866,17334,SAINT-GEORGES-DE-LONGUEPIERRE
5867,17335,SAINT-GEORGES-DES-AGOÃTS
5868,17336,SAINT-GEORGES-DES-COTEAUX
5869,17337,SAINT-GEORGES-D'OLÉRON
5870,17338,SAINT-GEORGES-DU-BOIS
5871,17339,SAINT-GERMAIN-DE-LUSIGNAN
5872,17340,SAINT-PIERRE-LA-NOUE
5873,17341,SAINT-GERMAIN-DE-VIBRAC
5874,17342,SAINT-GERMAIN-DU-SEUDRE
5875,17343,SAINT-GRÉGOIRE-D'ARDENNES
5876,17344,SAINT-HILAIRE-DE-VILLEFRANCHE
5877,17345,SAINT-HILAIRE-DU-BOIS
5878,17346,SAINT-HIPPOLYTE
5879,17347,SAINT-JEAN-D'ANGÉLY
5880,17348,SAINT-JEAN-D'ANGLE
5881,17349,SAINT-JEAN-DE-LIVERSAY
5882,17350,SAINT-JULIEN-DE-L'ESCAP
5883,17351,SAINT-JUST-LUZAC
5884,17353,SAINT-LAURENT-DE-LA-PRÉE
5885,17354,SAINT-LÉGER
5886,17355,SAINTE-LHEURINE
5887,17356,SAINT-LOUP
5888,17357,SAINT-MAIGRIN
5889,17358,SAINT-MANDÉ-SUR-BRÉDOIRE
5890,17359,SAINT-MARD
5891,17360,SAINTE-MARIE-DE-RÉ
5892,17361,SAINT-MARTIAL
5893,17362,SAINT-MARTIAL-DE-MIRAMBEAU
5894,17363,SAINT-MARTIAL-DE-VITATERNE
5895,17364,SAINT-MARTIAL-SUR-NÉ
5896,17365,SAINT-MARTIN-D'ARY
5897,17366,SAINT-MARTIN-DE-COUX
5898,17367,SAINT-MARTIN-DE-JUILLERS
5899,17369,SAINT-MARTIN-DE-RÉ
5900,17372,SAINT-MÉDARD
5901,17373,SAINT-MÉDARD-D'AUNIS
5902,17374,SAINTE-MÊME
5903,17375,SAINT-NAZAIRE-SUR-CHARENTE
5904,17376,SAINT-OUEN-D'AUNIS
5905,17377,SAINT-OUEN-LA-THÈNE
5906,17378,SAINT-PALAIS-DE-NÉGRIGNAC
5907,17379,SAINT-PALAIS-DE-PHIOLIN
5908,17380,SAINT-PALAIS-SUR-MER
5909,17381,SAINT-PARDOULT
5910,17382,SAINT-PIERRE-D'AMILLY
5911,17383,SAINT-PIERRE-DE-JUILLERS
5912,17384,SAINT-PIERRE-DE-L'ISLE
5913,17385,SAINT-PIERRE-D'OLÉRON
5914,17386,SAINT-PIERRE-DU-PALAIS
5915,17387,SAINT-PORCHAIRE
5916,17388,SAINT-QUANTIN-DE-RANÃANNE
5917,17389,SAINTE-RADEGONDE
5918,17390,SAINTE-RAMÉE
5919,17391,SAINT-ROGATIEN
5920,17393,SAINT-ROMAIN-DE-BENET
5921,17394,SAINT-SATURNIN-DU-BOIS
5922,17395,SAINT-SAUVANT
5923,17396,SAINT-SAUVEUR-D'AUNIS
5924,17397,SAINT-SAVINIEN
5925,17398,SAINT-SEURIN-DE-PALENNE
5926,17400,SAINT-SEVER-DE-SAINTONGE
5927,17401,SAINT-SÉVERIN-SUR-BOUTONNE
5928,17402,SAINT-SIGISMOND-DE-CLERMONT
5929,17403,SAINT-SIMON-DE-BORDES
5930,17404,SAINT-SIMON-DE-PELLOUAILLE
5931,17405,SAINT-SORLIN-DE-CONAC
5932,17406,SAINT-SORNIN
5933,17407,SAINTE-SOULLE
5934,17408,SAINT-SULPICE-D'ARNOULT
5935,17409,SAINT-SULPICE-DE-ROYAN
5936,17410,SAINT-THOMAS-DE-CONAC
5937,17411,SAINT-TROJAN-LES-BAINS
5938,17412,SAINT-VAIZE
5939,17413,SAINT-VIVIEN
5940,17414,SAINT-XANDRE
5941,17415,SAINTES
5942,17416,SALEIGNES
5943,17417,SALIGNAC-DE-MIRAMBEAU
5944,17418,SALIGNAC-SUR-CHARENTE
5945,17420,SALLES-SUR-MER
5946,17421,SAUJON
5947,17422,SEIGNÉ
5948,17423,SEMILLAC
